feature_id,account_id,transaction_count,successful_transactions,failed_transactions,failed_tx_ratio,total_volume,borrow_count,borrow_volume,repay_count,repay_volume,repayment_ratio,deposit_volume,withdrawal_volume,net_deposit_flow,unique_counterparties,unique_tokens,unique_protocols,active_days,historical_liquidation_count,borrow_to_repay_ratio,withdrawal_to_deposit_ratio,liquidation_rate,borrow_intensity,transactions_per_active_day,borrow_volume_ratio,repay_to_borrow_ratio,borrow_frequency,repay_frequency,withdrawal_pressure,deposit_retention_ratio,average_transaction_value,average_borrow_value,average_repay_value,future_liquidation_count,future_borrow_count,future_repay_count,future_failed_tx_ratio,risk_label,risk_label_id
84,84,15,14,1,0.066667,44732.978303,1,630.071688,8,630.051564,0.999968,0.0,6220.250425,-6220.250425,5,5,3,14,0,1.000032,0.0,0.0,0.014085,1.071429,0.014085,0.999968,0.071429,0.571429,0.139053,0.0,2982.1985535333,630.071688,78.7564455,0.0,1.0,8.0,0.07692307692307693,LOW,0
85,85,11,11,0,0.0,50401.575153,0,0.0,0,0.0,0.0,0.0,10446.625742,-10446.625742,9,5,1,11,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.207268,0.0,4581.9613775455,0.0,0.0,0.0,0.0,0.0,0.0,LOW,0
86,86,11,10,1,0.090909,16190.189709,1,1737.54324,5,1730.929988,0.996194,0.0,0.0,0.0,5,5,3,11,0,1.003821,0.0,0.0,0.107321,1.0,0.107321,0.996194,0.090909,0.454545,0.0,0.0,1471.8354280909,1737.54324,346.1859976,0.0,1.0,4.0,0.0,LOW,0
87,87,13,13,0,0.0,42855.51232,1,5051.069857,7,5050.324259,0.999852,3734.597782,0.0,3734.597782,4,5,2,13,0,1.000148,0.0,0.0,0.117863,1.0,0.117863,0.999852,0.076923,0.538462,0.0,1.0,3296.5778707692,5051.069857,721.4748941429,0.0,0.0,4.0,0.0,LOW,0
88,88,14,14,0,0.0,56643.740122,1,4721.958389,6,4721.657059,0.999936,13160.33319,3835.253629,9325.079561,4,5,2,12,0,1.000064,0.291425,0.0,0.083362,1.166667,0.083362,0.999936,0.083333,0.5,0.067708,0.708575,4045.9814372857,4721.958389,786.9428431667,0.0,0.0,5.0,0.14285714285714285,MEDIUM,1
89,89,12,12,0,0.0,34536.748989,1,6894.052161,7,6615.386492,0.959579,0.0,19191.616679,-19191.616679,1,5,3,12,0,1.042124,0.0,0.0,0.199615,1.0,0.199615,0.959579,0.083333,0.583333,0.555687,0.0,2878.06241575,6894.052161,945.0552131429,0.0,0.0,5.0,0.0,LOW,0
90,90,13,13,0,0.0,45826.124208,1,7922.976007,4,7853.279692,0.991203,9724.148708,6714.179408,3009.9693,4,5,3,13,0,1.008875,0.690464,0.0,0.172892,1.0,0.172892,0.991203,0.076923,0.307692,0.146514,0.309536,3525.0864775385,7922.976007,1963.319923,1.0,2.0,3.0,0.0,MEDIUM,1
91,91,6,6,0,0.0,8857.62161,1,3069.109656,4,3062.668186,0.997901,2725.843768,0.0,2725.843768,0,4,1,5,0,1.002103,0.0,0.0,0.346494,1.2,0.346494,0.997901,0.2,0.8,0.0,1.0,1476.2702683333,3069.109656,765.6670465,0.0,1.0,4.0,0.0,LOW,0
92,92,13,13,0,0.0,57079.091919,1,6493.692482,0,0.0,0.0,22598.914319,12933.886147,9665.028172,4,4,3,10,0,0.0,0.572323,0.0,0.113767,1.3,0.113767,0.0,0.1,0.0,0.226596,0.427677,4390.6993783846,6493.692482,0.0,1.0,2.0,3.0,0.0,MEDIUM,1
93,93,5,5,0,0.0,16442.816059,1,7973.526536,2,5155.25691,0.646547,0.0,0.0,0.0,2,4,1,5,0,1.546679,0.0,0.0,0.484925,1.0,0.484925,0.646547,0.2,0.4,0.0,0.0,3288.5632118,7973.526536,2577.628455,0.0,0.0,7.0,0.0,LOW,0
94,94,10,10,0,0.0,54059.978598,0,0.0,0,0.0,0.0,8814.543109,8729.035951,85.507158,7,4,3,10,0,0.0,0.990299,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.161469,0.009701,5405.9978598,0.0,0.0,0.0,0.0,0.0,0.0,LOW,0
95,95,12,12,0,0.0,35191.957287,1,417.690699,4,416.070879,0.996122,6236.564289,6531.173738,-294.609449,4,5,2,12,0,1.003893,1.047239,0.0,0.011869,1.0,0.011869,0.996122,0.083333,0.333333,0.185587,-0.047239,2932.66310725,417.690699,104.01771975,0.0,0.0,2.0,0.0,LOW,0
96,96,17,17,0,0.0,71752.815343,2,13617.711559,7,13579.506219,0.997194,15547.795516,21729.833469,-6182.037953,2,5,3,17,0,1.002813,1.397615,0.0,0.189786,1.0,0.189786,0.997194,0.117647,0.411765,0.302843,-0.397615,4220.7538437059,6808.8557795,1939.9294598571,0.0,0.0,8.0,0.0,LOW,0
97,97,10,10,0,0.0,26725.361615,1,8407.29021,4,8398.352057,0.998937,0.0,5144.839677,-5144.839677,2,4,3,10,1,1.001064,0.0,1.0,0.314581,1.0,0.314581,0.998937,0.1,0.4,0.192508,0.0,2672.5361615,8407.29021,2099.58801425,0.0,0.0,0.0,0.0,LOW,0
98,98,13,13,0,0.0,55890.220875,3,17961.317917,6,7017.05051,0.390676,7584.065109,6408.720269,1175.34484,1,4,3,12,1,2.559668,0.845024,0.333333,0.321368,1.083333,0.321368,0.390676,0.25,0.5,0.114666,0.154976,4299.2477596154,5987.1059723333,1169.5084183333,0.0,0.0,3.0,0.4,HIGH,2
99,99,12,12,0,0.0,11431.069215,1,1876.658264,9,1876.657507,1.0,0.0,0.0,0.0,2,5,2,11,0,1.0,0.0,0.0,0.164172,1.090909,0.164172,1.0,0.090909,0.818182,0.0,0.0,952.58910125,1876.658264,208.5175007778,0.0,0.0,1.0,0.0,LOW,0
100,100,12,12,0,0.0,71036.202827,1,8417.404128,1,4388.151943,0.521319,7659.073271,9293.730472,-1634.657201,6,5,2,12,1,1.918212,1.213428,1.0,0.118495,1.0,0.118495,0.521319,0.083333,0.083333,0.130831,-0.213428,5919.6835689167,8417.404128,4388.151943,1.0,2.0,0.0,0.0,MEDIUM,1
101,101,14,11,3,0.214286,64965.210312,6,31977.956538,0,0.0,0.0,0.0,11031.684475,-11031.684475,2,5,3,13,4,0.0,0.0,0.666667,0.492232,1.076923,0.492232,0.0,0.461538,0.0,0.169809,0.0,4640.3721651429,5329.659423,0.0,0.0,1.0,0.0,0.25,HIGH,2
102,102,8,8,0,0.0,11949.346736,1,403.42842,5,403.143547,0.999294,0.0,0.0,0.0,2,4,3,8,0,1.000707,0.0,0.0,0.033762,1.0,0.033762,0.999294,0.125,0.625,0.0,0.0,1493.668342,403.42842,80.6287094,1.0,0.0,3.0,0.0,MEDIUM,1
103,103,18,18,0,0.0,39769.162175,1,5356.066938,11,5353.40172,0.999502,0.0,0.0,0.0,6,5,3,18,0,1.000498,0.0,0.0,0.134679,1.0,0.134679,0.999502,0.055556,0.611111,0.0,0.0,2209.3978986111,5356.066938,486.6728836364,0.0,0.0,8.0,0.09090909090909091,LOW,0
104,104,6,6,0,0.0,30391.867874,0,0.0,0,0.0,0.0,0.0,21024.676936,-21024.676936,2,5,2,6,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.691786,0.0,5065.3113123333,0.0,0.0,0.0,1.0,6.0,0.0,LOW,0
105,105,12,12,0,0.0,44479.228417,2,11426.447397,4,4513.254624,0.394983,8086.002262,1508.893234,6577.109028,3,5,4,12,1,2.531753,0.186606,0.5,0.256894,1.0,0.256894,0.394983,0.166667,0.333333,0.033924,0.813394,3706.6023680833,5713.2236985,1128.313656,0.0,1.0,7.0,0.0,LOW,0
106,106,13,13,0,0.0,58106.596025,0,0.0,0,0.0,0.0,14369.584962,22529.981564,-8160.396602,7,5,3,13,0,0.0,1.567894,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.387735,-0.567894,4469.7381557692,0.0,0.0,0.0,1.0,1.0,0.0,LOW,0
107,107,11,11,0,0.0,15548.950626,3,6884.816819,6,6337.217574,0.920463,2326.916233,0.0,2326.916233,0,4,3,9,0,1.08641,0.0,0.0,0.442783,1.222222,0.442783,0.920463,0.333333,0.666667,0.0,1.0,1413.540966,2294.9389396667,1056.202929,0.0,0.0,1.0,0.0,LOW,0
108,108,12,12,0,0.0,33169.267598,1,2178.208447,6,2177.096855,0.99949,0.0,28812.850704,-28812.850704,0,5,3,12,1,1.000511,0.0,1.0,0.065669,1.0,0.065669,0.99949,0.083333,0.5,0.868661,0.0,2764.1056331667,2178.208447,362.8494758333,0.0,0.0,0.0,0.0,LOW,0
109,109,16,16,0,0.0,39111.74384,3,22648.871514,9,6952.266925,0.306959,1873.754094,5498.57009,-3624.815996,2,5,4,14,0,3.257768,2.934521,0.0,0.579081,1.142857,0.579081,0.306959,0.214286,0.642857,0.140586,-1.934521,2444.48399,7549.623838,772.4741027778,0.0,1.0,6.0,0.1,MEDIUM,1
110,110,18,13,5,0.277778,104385.249904,6,33035.640819,0,0.0,0.0,14502.604999,9805.726408,4696.878591,3,5,2,18,6,0.0,0.676136,1.0,0.316478,1.0,0.316478,0.0,0.333333,0.0,0.093938,0.323864,5799.1805502222,5505.9401365,0.0,2.0,2.0,1.0,0.0,HIGH,2
111,111,14,14,0,0.0,53375.165009,2,6393.146097,4,3186.997716,0.498502,0.0,18988.733695,-18988.733695,6,5,4,14,0,2.006009,0.0,0.0,0.119778,1.0,0.119778,0.498502,0.142857,0.285714,0.35576,0.0,3812.5117863571,3196.5730485,796.749429,0.0,0.0,2.0,0.25,HIGH,2
112,112,18,18,0,0.0,62033.895166,2,14793.705163,9,13393.273429,0.905336,15408.95605,10466.892092,4942.063958,2,5,2,15,0,1.104562,0.679273,0.0,0.238478,1.2,0.238478,0.905336,0.133333,0.6,0.168729,0.320727,3446.3275092222,7396.8525815,1488.1414921111,0.0,0.0,6.0,0.0,LOW,0
113,113,13,13,0,0.0,37453.716432,1,2721.5219,7,2688.210366,0.98776,15746.038687,0.0,15746.038687,3,5,3,12,0,1.012392,0.0,0.0,0.072664,1.083333,0.072664,0.98776,0.083333,0.583333,0.0,1.0,2881.0551101538,2721.5219,384.0300522857,2.0,2.0,1.0,0.1111111111111111,HIGH,2
114,114,8,8,0,0.0,28970.275421,0,0.0,0,0.0,0.0,0.0,2460.234692,-2460.234692,7,3,2,8,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.084923,0.0,3621.284427625,0.0,0.0,0.0,1.0,3.0,0.0,LOW,0
115,115,20,19,1,0.05,31640.085428,2,5092.76237,12,4949.405564,0.971851,2403.685996,11152.24407,-8748.558074,2,5,4,18,1,1.028964,4.639643,0.5,0.160959,1.111111,0.160959,0.971851,0.111111,0.666667,0.352472,-3.639643,1582.0042714,2546.381185,412.4504636667,0.0,0.0,2.0,0.0,LOW,0
116,116,18,17,1,0.055556,56438.647009,2,11446.548834,8,11284.137765,0.985811,16534.600392,9231.587291,7303.013101,2,5,4,15,0,1.014393,0.558319,0.0,0.202814,1.2,0.202814,0.985811,0.133333,0.533333,0.163569,0.441681,3135.4803893889,5723.274417,1410.517220625,0.0,0.0,3.0,0.0,LOW,0
117,117,19,18,1,0.052632,30768.245368,2,4637.251942,11,5552.201882,1.0,12019.978084,3958.365394,8061.61269,1,4,4,19,1,0.83521,0.329316,0.5,0.150716,1.0,0.150716,1.197304,0.105263,0.578947,0.128651,0.670684,1619.3813351579,2318.625971,504.7456256364,0.0,0.0,3.0,0.0,LOW,0
118,118,14,11,3,0.214286,87580.231832,5,36941.975683,1,1454.786374,0.03938,8498.748761,5259.661796,3239.086965,3,5,4,13,3,25.393402,0.618875,0.6,0.421807,1.076923,0.421807,0.03938,0.384615,0.076923,0.060055,0.381125,6255.7308451429,7388.3951366,1454.786374,4.0,3.0,0.0,0.0,HIGH,2
119,119,18,15,3,0.166667,88855.929113,2,15328.752214,6,6411.574589,0.418271,19618.14908,7150.793298,12467.355782,6,5,4,18,1,2.390794,0.364499,0.5,0.172512,1.0,0.172512,0.418271,0.111111,0.333333,0.080476,0.635501,4936.4405062778,7664.376107,1068.5957648333,0.0,0.0,6.0,0.0,LOW,0
120,120,11,11,0,0.0,59393.714374,0,0.0,0,0.0,0.0,3751.329381,12083.22526,-8331.895879,8,4,2,10,0,0.0,3.221052,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.203443,-2.221052,5399.4285794545,0.0,0.0,0.0,1.0,4.0,0.0,LOW,0
121,121,16,16,0,0.0,14884.392125,2,5830.401968,12,5830.401769,1.0,0.0,1056.678924,-1056.678924,1,5,3,15,0,1.0,0.0,0.0,0.391712,1.066667,0.391712,1.0,0.133333,0.8,0.070992,0.0,930.2745078125,2915.200984,485.8668140833,0.0,0.0,6.0,0.0,LOW,0
122,122,18,17,1,0.055556,37329.824262,1,9967.613172,12,9967.603847,0.999999,6290.538077,62.760582,6227.777495,3,5,3,17,0,1.000001,0.009977,0.0,0.267015,1.058824,0.267015,0.999999,0.058824,0.705882,0.001681,0.990023,2073.8791256667,9967.613172,830.6336539167,1.0,0.0,3.0,0.0,MEDIUM,1
123,123,13,11,2,0.153846,26025.738262,2,14090.409033,8,6802.000763,0.48274,0.0,3682.455816,-3682.455816,1,5,3,12,1,2.071509,0.0,0.5,0.541403,1.083333,0.541403,0.48274,0.166667,0.666667,0.141493,0.0,2001.9798663077,7045.2045165,850.250095375,0.0,1.0,1.0,0.0,LOW,0
124,124,10,10,0,0.0,31440.119223,0,0.0,0,0.0,0.0,0.0,8372.797431,-8372.797431,8,3,1,9,0,0.0,0.0,0.0,0.0,1.111111,0.0,0.0,0.0,0.0,0.266309,0.0,3144.0119223,0.0,0.0,0.0,0.0,0.0,0.0,LOW,0
125,125,16,16,0,0.0,50163.422082,1,7065.934451,6,6594.109988,0.933225,1510.771332,0.0,1510.771332,7,5,4,14,0,1.071552,0.0,0.0,0.140858,1.142857,0.140858,0.933225,0.071429,0.428571,0.0,1.0,3135.213880125,7065.934451,1099.0183313333,1.0,0.0,0.0,0.0,MEDIUM,1
126,126,16,16,0,0.0,4526.926633,1,1442.727179,13,1442.72172,0.999996,929.380731,712.097003,217.283728,0,5,4,15,0,1.000004,0.766206,0.0,0.318699,1.066667,0.318699,0.999996,0.066667,0.866667,0.157303,0.233794,282.9329145625,1442.727179,110.9785938462,0.0,0.0,6.0,0.0,LOW,0
127,127,18,18,0,0.0,95320.021262,1,5139.173806,0,0.0,0.0,8103.69373,0.0,8103.69373,14,5,2,16,0,0.0,0.0,0.0,0.053915,1.125,0.053915,0.0,0.0625,0.0,0.0,1.0,5295.5567367778,5139.173806,0.0,1.0,0.0,6.0,0.0,MEDIUM,1
128,128,17,14,3,0.176471,116135.809385,8,34745.139067,3,14747.156141,0.424438,5137.318716,7382.788238,-2245.469522,0,5,3,17,4,2.356057,1.43709,0.5,0.299177,1.0,0.299177,0.424438,0.470588,0.176471,0.06357,-0.43709,6831.5181991176,4343.142383375,4915.7187136667,1.0,1.0,0.0,0.0,MEDIUM,1
129,129,13,13,0,0.0,24073.375188,1,2853.562891,8,2851.543147,0.999292,3044.700297,0.0,3044.700297,2,5,4,13,1,1.000708,0.0,1.0,0.118536,1.0,0.118536,0.999292,0.076923,0.615385,0.0,1.0,1851.7980913846,2853.562891,356.442893375,0.0,1.0,0.0,0.0,LOW,0
130,130,15,15,0,0.0,65872.276485,1,6548.244821,4,4894.408037,0.747438,18667.028868,22329.608821,-3662.579953,4,5,3,13,0,1.337903,1.196206,0.0,0.099408,1.153846,0.099408,0.747438,0.076923,0.307692,0.338983,-0.196206,4391.485099,6548.244821,1223.60200925,1.0,2.0,4.0,0.09090909090909091,MEDIUM,1
131,131,7,7,0,0.0,28758.285092,1,1638.264276,2,1177.313115,0.718634,9503.998713,11187.407402,-1683.408689,1,4,3,7,0,1.391528,1.177126,0.0,0.056967,1.0,0.056967,0.718634,0.142857,0.285714,0.389015,-0.177126,4108.3264417143,1638.264276,588.6565575,0.0,0.0,3.0,0.0,LOW,0
132,132,12,12,0,0.0,71775.364918,0,0.0,0,0.0,0.0,21501.403104,14424.008407,7077.394697,7,4,3,12,0,0.0,0.67084,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20096,0.32916,5981.2804098333,0.0,0.0,0.0,0.0,0.0,0.0,LOW,0
133,133,9,9,0,0.0,46044.313513,0,0.0,0,0.0,0.0,14983.333924,13467.888934,1515.44499,4,4,2,9,0,0.0,0.898858,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.292498,0.101142,5116.0348347778,0.0,0.0,0.0,1.0,7.0,0.0,LOW,0
134,134,12,11,1,0.083333,69268.323249,2,12479.207808,2,7470.770913,0.598657,9687.705476,0.0,9687.705476,6,5,2,12,1,1.670404,0.0,0.5,0.180157,1.0,0.180157,0.598657,0.166667,0.166667,0.0,1.0,5772.36027075,6239.603904,3735.3854565,0.0,0.0,4.0,0.0,LOW,0
135,135,15,15,0,0.0,66968.886437,2,14189.500168,5,8159.944466,0.575069,9763.756544,13828.112983,-4064.356439,4,5,3,15,1,1.738921,1.41627,0.5,0.211882,1.0,0.211882,0.575069,0.133333,0.333333,0.206486,-0.41627,4464.5924291333,7094.750084,1631.9888932,1.0,0.0,4.0,0.09090909090909091,MEDIUM,1
136,136,9,9,0,0.0,47392.53257,4,18011.908823,0,0.0,0.0,0.0,0.0,0.0,2,4,2,9,3,0.0,0.0,0.75,0.380058,1.0,0.380058,0.0,0.444444,0.0,0.0,0.0,5265.8369522222,4502.97720575,0.0,2.0,3.0,0.0,0.1,HIGH,2
137,137,8,7,1,0.125,46069.693053,0,0.0,0,0.0,0.0,17433.73503,7296.816462,10136.918568,4,5,2,8,0,0.0,0.418546,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.158386,0.581454,5758.711631625,0.0,0.0,0.0,1.0,4.0,0.0,LOW,0
138,138,12,12,0,0.0,71240.161095,4,22120.199464,1,7562.044553,0.341861,2820.010934,8239.610552,-5419.599618,2,5,2,12,3,2.925161,2.921836,0.75,0.310502,1.0,0.310502,0.341861,0.333333,0.083333,0.11566,-1.921836,5936.68009125,5530.049866,7562.044553,0.0,2.0,2.0,0.125,MEDIUM,1
139,139,17,17,0,0.0,25081.899619,1,330.089261,12,330.080523,0.999974,9970.687298,6538.099341,3432.587957,1,5,3,16,0,1.000026,0.655732,0.0,0.01316,1.0625,0.01316,0.999974,0.0625,0.75,0.26067,0.344268,1475.4058599412,330.089261,27.50671025,0.0,0.0,3.0,0.0,LOW,0
140,140,13,13,0,0.0,56609.602252,0,0.0,0,0.0,0.0,8885.83604,6443.813567,2442.022473,10,5,3,12,0,0.0,0.725178,0.0,0.0,1.083333,0.0,0.0,0.0,0.0,0.113829,0.274822,4354.5847886154,0.0,0.0,0.0,0.0,0.0,0.0,LOW,0
141,141,22,21,1,0.045455,30380.169763,3,11639.645446,16,11639.644301,1.0,1136.770291,0.0,1136.770291,2,5,4,19,0,1.0,0.0,0.0,0.383133,1.157895,0.383133,1.0,0.157895,0.842105,0.0,1.0,1380.9168074091,3879.8818153333,727.4777688125,0.0,0.0,5.0,0.0,LOW,0
142,142,13,13,0,0.0,73043.506384,0,0.0,0,0.0,0.0,19820.424284,23902.907805,-4082.483521,6,5,3,11,0,0.0,1.205974,0.0,0.0,1.181818,0.0,0.0,0.0,0.0,0.327242,-0.205974,5618.7312603077,0.0,0.0,0.0,0.0,0.0,0.0,LOW,0
143,143,9,8,1,0.111111,48655.64506,2,8527.716141,1,4418.191552,0.518098,0.0,4629.63392,-4629.63392,5,4,2,9,0,1.930137,0.0,0.0,0.175267,1.0,0.175267,0.518098,0.222222,0.111111,0.095151,0.0,5406.1827844444,4263.8580705,4418.191552,0.0,1.0,2.0,0.0,LOW,0
144,144,14,14,0,0.0,75335.120757,0,0.0,0,0.0,0.0,16567.989296,31608.574588,-15040.585292,4,4,4,13,0,0.0,1.90781,0.0,0.0,1.076923,0.0,0.0,0.0,0.0,0.419573,-0.90781,5381.0800540714,0.0,0.0,0.0,0.0,0.0,0.0,LOW,0
145,145,13,13,0,0.0,34767.918451,1,2354.408646,3,2020.418664,0.858143,0.0,9936.610387,-9936.610387,8,5,1,11,0,1.165307,0.0,0.0,0.067718,1.181818,0.067718,0.858143,0.090909,0.272727,0.285798,0.0,2674.4552654615,2354.408646,673.472888,1.0,2.0,5.0,0.0,MEDIUM,1
146,146,14,14,0,0.0,59010.088385,5,26658.959924,4,16219.194132,0.608396,0.0,6045.878253,-6045.878253,1,5,3,13,3,1.643667,0.0,0.6,0.45177,1.076923,0.45177,0.608396,0.384615,0.307692,0.102455,0.0,4215.0063132143,5331.7919848,4054.798533,1.0,1.0,0.0,0.2,HIGH,2
147,147,16,16,0,0.0,76282.709125,0,0.0,0,0.0,0.0,30905.913071,10114.592563,20791.320508,8,5,1,14,0,0.0,0.32727,0.0,0.0,1.142857,0.0,0.0,0.0,0.0,0.132594,0.67273,4767.6693203125,0.0,0.0,0.0,0.0,0.0,0.0,LOW,0
148,148,10,10,0,0.0,51831.268177,0,0.0,0,0.0,0.0,7164.230284,12826.901364,-5662.67108,7,4,2,10,0,0.0,1.790409,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.247474,-0.790409,5183.1268177,0.0,0.0,0.0,0.0,0.0,0.0,LOW,0
149,149,7,7,0,0.0,28908.202697,0,0.0,0,0.0,0.0,8914.310417,0.0,8914.310417,4,5,1,6,0,0.0,0.0,0.0,0.0,1.166667,0.0,0.0,0.0,0.0,0.0,1.0,4129.7432424286,0.0,0.0,1.0,2.0,2.0,0.2222222222222222,HIGH,2
150,150,12,11,1,0.083333,47872.520549,1,1079.032327,0,0.0,0.0,21176.618872,18715.188875,2461.429997,3,4,3,12,1,0.0,0.883767,1.0,0.02254,1.0,0.02254,0.0,0.083333,0.0,0.390938,0.116233,3989.3767124167,1079.032327,0.0,0.0,1.0,1.0,0.0,LOW,0
151,151,18,16,2,0.111111,59320.95264,2,6692.837038,7,3103.046087,0.463637,12898.462254,8800.605135,4097.857119,5,4,4,18,0,2.15686,0.682299,0.0,0.112824,1.0,0.112824,0.463637,0.111111,0.388889,0.148356,0.317701,3295.60848,3346.418519,443.2922981429,0.0,2.0,5.0,0.125,MEDIUM,1
152,152,12,12,0,0.0,41820.885703,1,5024.556444,5,4856.87708,0.966628,4135.896755,9427.26874,-5291.371985,4,5,1,12,0,1.034524,2.279377,0.0,0.120145,1.0,0.120145,0.966628,0.083333,0.416667,0.22542,-1.279377,3485.0738085833,5024.556444,971.375416,1.0,1.0,3.0,0.0,MEDIUM,1
153,153,8,8,0,0.0,47173.754435,1,238.476433,0,0.0,0.0,8095.361618,8941.462449,-846.100831,5,4,2,7,0,0.0,1.104517,0.0,0.005055,1.142857,0.005055,0.0,0.142857,0.0,0.189543,-0.104517,5896.719304375,238.476433,0.0,0.0,0.0,3.0,0.0,LOW,0
154,154,9,9,0,0.0,61209.407873,0,0.0,0,0.0,0.0,6875.769877,32992.697471,-26116.927594,4,4,3,9,0,0.0,4.7984,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.539014,-3.7984,6801.0453192222,0.0,0.0,0.0,0.0,0.0,0.0,LOW,0
155,155,8,8,0,0.0,43975.860593,2,13208.961662,2,3559.364819,0.269466,6270.330997,7890.978462,-1620.647465,1,2,3,8,1,3.711045,1.258463,0.5,0.300368,1.0,0.300368,0.269466,0.25,0.25,0.179439,-0.258463,5496.982574125,6604.480831,1779.6824095,2.0,2.0,0.0,0.0,HIGH,2
156,156,12,12,0,0.0,58755.181253,1,420.562096,0,0.0,0.0,15412.726418,18554.054313,-3141.327895,5,5,2,12,0,0.0,1.203814,0.0,0.007158,1.0,0.007158,0.0,0.083333,0.0,0.315786,-0.203814,4896.2651044167,420.562096,0.0,0.0,0.0,8.0,0.0,LOW,0
157,157,16,16,0,0.0,47196.008563,1,9355.862555,10,9355.856484,0.999999,7135.556707,0.0,7135.556707,4,5,2,16,0,1.000001,0.0,0.0,0.198234,1.0,0.198234,0.999999,0.0625,0.625,0.0,1.0,2949.7505351875,9355.862555,935.5856484,0.0,0.0,2.0,0.0,LOW,0
158,158,13,13,0,0.0,37928.484671,1,3647.350939,6,3642.246505,0.998601,2160.061577,15594.966652,-13434.905075,2,5,4,11,1,1.001401,7.219686,1.0,0.096164,1.181818,0.096164,0.998601,0.090909,0.545455,0.411168,-6.219686,2917.5757439231,3647.350939,607.0410841667,0.0,0.0,0.0,0.09090909090909091,LOW,0
159,159,20,19,1,0.05,32490.761222,1,2751.997091,12,2752.163699,1.0,6363.400078,1616.153787,4747.246291,4,5,4,18,0,0.999939,0.253976,0.0,0.084701,1.111111,0.084701,1.000061,0.055556,0.666667,0.049742,0.746024,1624.5380611,2751.997091,229.3469749167,0.0,0.0,5.0,0.0,LOW,0
160,160,10,10,0,0.0,55071.216114,1,5835.21975,1,3559.252315,0.60996,16889.172251,21663.053827,-4773.881576,2,4,3,9,0,1.639451,1.282659,0.0,0.105958,1.111111,0.105958,0.60996,0.111111,0.111111,0.393364,-0.282659,5507.1216114,5835.21975,3559.252315,0.0,0.0,7.0,0.0,LOW,0
161,161,11,10,1,0.090909,63825.591939,3,14900.503086,1,4303.657039,0.288826,0.0,4435.373614,-4435.373614,4,4,3,11,2,3.462289,0.0,0.666667,0.233457,1.0,0.233457,0.288826,0.272727,0.090909,0.069492,0.0,5802.3265399091,4966.834362,4303.657039,2.0,2.0,1.0,0.0,HIGH,2
162,162,13,13,0,0.0,61806.542653,0,0.0,0,0.0,0.0,33154.89526,5789.751256,27365.144004,7,5,3,12,0,0.0,0.174627,0.0,0.0,1.083333,0.0,0.0,0.0,0.0,0.093675,0.825373,4754.3494348462,0.0,0.0,0.0,0.0,0.0,0.0,LOW,0
163,163,13,13,0,0.0,23836.10892,1,332.837881,9,332.759829,0.999765,0.0,5534.461987,-5534.461987,2,5,3,13,0,1.000235,0.0,0.0,0.013964,1.0,0.013964,0.999765,0.076923,0.692308,0.232188,0.0,1833.54684,332.837881,36.9733143333,0.0,2.0,0.0,0.0,LOW,0
164,164,14,13,1,0.071429,52160.532171,0,0.0,0,0.0,0.0,9288.377109,17510.153327,-8221.776218,7,5,2,13,0,0.0,1.885168,0.0,0.0,1.076923,0.0,0.0,0.0,0.0,0.335697,-0.885168,3725.7522979286,0.0,0.0,0.0,0.0,0.0,0.0,LOW,0
165,165,11,11,0,0.0,56241.602474,0,0.0,0,0.0,0.0,9411.719196,9617.686077,-205.966881,8,4,1,10,0,0.0,1.021884,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.171007,-0.021884,5112.8729521818,0.0,0.0,0.0,0.0,0.0,0.0,LOW,0
166,166,16,16,0,0.0,88938.974415,0,0.0,0,0.0,0.0,20471.941424,18417.861337,2054.080087,8,5,3,14,0,0.0,0.899664,0.0,0.0,1.142857,0.0,0.0,0.0,0.0,0.207084,0.100336,5558.6859009375,0.0,0.0,0.0,1.0,4.0,0.0,LOW,0
167,167,19,19,0,0.0,24256.910385,1,1185.778249,9,1185.719965,0.999951,9241.24414,7082.967479,2158.276661,3,5,4,19,1,1.000049,0.766452,1.0,0.048884,1.0,0.048884,0.999951,0.052632,0.473684,0.291998,0.233548,1276.6794939474,1185.778249,131.7466627778,0.0,0.0,0.0,0.0,LOW,0
168,168,11,11,0,0.0,17767.750909,1,1870.845957,6,1869.614293,0.999342,5148.642329,2141.304514,3007.337815,2,5,3,11,0,1.000659,0.415897,0.0,0.105294,1.0,0.105294,0.999342,0.090909,0.545455,0.120516,0.584103,1615.2500826364,1870.845957,311.6023821667,0.0,0.0,7.0,0.0,LOW,0
